90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
98210 verbose rebuildBundles [ 'inflight', 'inherits', 'once' ]
98211 silly build ordered-read-streams
98212 info linkStuff ordered-read-streams@0.1.0
98213 silly linkStuff ordered-read-streams@0.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules as its parent node_modules
98214 verbose linkBins ordered-read-streams@0.1.0
98215 verbose linkMans ordered-read-streams@0.1.0
98216 verbose rebuildBundles ordered-read-streams@0.1.0
98217 silly build unique-stream
98218 info linkStuff unique-stream@1.0.0
98219 silly linkStuff unique-stream@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules as its parent node_modules
98220 verbose linkBins unique-stream@1.0.0
98221 verbose linkMans unique-stream@1.0.0
98222 verbose rebuildBundles unique-stream@1.0.0
98223 silly build graceful-fs
98224 info linkStuff graceful-fs@1.2.3
98225 silly linkStuff graceful-fs@1.2.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules/glob/node_modules as its parent node_modules
98226 verbose linkBins graceful-fs@1.2.3
98227 verbose linkMans graceful-fs@1.2.3
98228 verbose rebuildBundles graceful-fs@1.2.3
98229 silly build inherits
98230 info linkStuff inherits@1.0.2
98231 silly linkStuff inherits@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules/glob/node_modules as its parent node_modules
98232 verbose linkBins inherits@1.0.2
98233 verbose linkMans inherits@1.0.2
98234 verbose rebuildBundles inherits@1.0.2
98235 silly build lodash
98236 info linkStuff lodash@1.0.2
98237 silly linkStuff lodash@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules as its parent node_modules
98238 verbose linkBins lodash@1.0.2
98239 verbose linkMans lodash@1.0.2
98240 verbose rebuildBundles lodash@1.0.2
98241 silly build lru-cache
98242 info linkStuff lru-cache@2.7.0
98243 silly linkStuff lru-cache@2.7.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules/minimatch/node_modules as its parent node_modules
98244 verbose linkBins lru-cache@2.7.0
98245 verbose linkMans lru-cache@2.7.0
98246 verbose rebuildBundles lru-cache@2.7.0
98247 silly build sigmund
98248 info linkStuff sigmund@1.0.1
98249 silly linkStuff sigmund@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules/minimatch/node_modules as its parent node_modules
98250 verbose linkBins sigmund@1.0.1
98251 verbose linkMans sigmund@1.0.1
98252 verbose rebuildBundles sigmund@1.0.1
98253 silly build minimatch
98254 info linkStuff minimatch@0.2.14
98255 silly linkStuff minimatch@0.2.14 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules as its parent node_modules
98256 verbose linkBins minimatch@0.2.14
98257 verbose linkMans minimatch@0.2.14
98258 verbose rebuildBundles minimatch@0.2.14
98259 verbose rebuildBundles [ 'lru-cache', 'sigmund' ]
98260 silly build glob
98261 info linkStuff glob@3.1.21
98262 silly linkStuff glob@3.1.21 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules/globule/node_modules as its parent node_modules
98263 verbose linkBins glob@3.1.21
98264 verbose linkMans glob@3.1.21
98265 verbose rebuildBundles glob@3.1.21
98266 verbose rebuildBundles [ 'graceful-fs', 'inherits' ]
98267 silly build globule
98268 info linkStuff globule@0.1.0
98269 silly linkStuff globule@0.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules/gaze/node_modules as its parent node_modules
98270 verbose linkBins globule@0.1.0
98271 verbose linkMans globule@0.1.0
98272 verbose rebuildBundles globule@0.1.0
98273 verbose rebuildBundles [ 'glob', 'lodash', 'minimatch' ]
98274 silly build gaze
98275 info linkStuff gaze@0.5.1
98276 silly linkStuff gaze@0.5.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-watcher/node_modules as its parent node_modules
98277 verbose linkBins gaze@0.5.1
98278 verbose linkMans gaze@0.5.1
98279 verbose rebuildBundles gaze@0.5.1
98280 verbose rebuildBundles [ 'globule' ]
98281 silly build glob-watcher
98282 info linkStuff glob-watcher@0.0.6
98283 silly linkStuff glob-watcher@0.0.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98284 verbose linkBins glob-watcher@0.0.6
98285 verbose linkMans glob-watcher@0.0.6
98286 verbose rebuildBundles glob-watcher@0.0.6
98287 verbose rebuildBundles [ 'gaze' ]
98288 silly build graceful-fs
98289 info linkStuff graceful-fs@3.0.8
98290 silly linkStuff graceful-fs@3.0.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98291 verbose linkBins graceful-fs@3.0.8
98292 verbose linkMans graceful-fs@3.0.8
98293 verbose rebuildBundles graceful-fs@3.0.8
98294 silly build lodash
98295 info linkStuff lodash@2.4.2
98296 silly linkStuff lodash@2.4.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98297 verbose linkBins lodash@2.4.2
98298 verbose linkMans lodash@2.4.2
98299 verbose rebuildBundles lodash@2.4.2
98300 silly build minimist
98301 info linkStuff minimist@0.0.8
98302 silly linkStuff minimist@0.0.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/mkdirp/node_modules as its parent node_modules
98303 verbose linkBins minimist@0.0.8
98304 verbose linkMans minimist@0.0.8
98305 verbose rebuildBundles minimist@0.0.8
98306 silly build mkdirp
98307 info linkStuff mkdirp@0.5.1
98308 silly linkStuff mkdirp@0.5.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98309 verbose linkBins mkdirp@0.5.1
98310 verbose link bins [ { mkdirp: 'bin/cmd.js' },
98310 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin',
98310 verbose link bins   false ]
98311 verbose linkMans mkdirp@0.5.1
98312 verbose rebuildBundles mkdirp@0.5.1
98313 verbose rebuildBundles [ 'minimist' ]
98314 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin/mkdirp is being purged
98315 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin/mkdirp
98316 silly build first-chunk-stream
98317 info linkStuff first-chunk-stream@1.0.0
98318 silly linkStuff first-chunk-stream@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/strip-bom/node_modules as its parent node_modules
98319 verbose linkBins first-chunk-stream@1.0.0
98320 verbose linkMans first-chunk-stream@1.0.0
98321 verbose rebuildBundles first-chunk-stream@1.0.0
98322 silly build is-utf8
98323 info linkStuff is-utf8@0.2.0
98324 silly linkStuff is-utf8@0.2.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/strip-bom/node_modules as its parent node_modules
98325 verbose linkBins is-utf8@0.2.0
98326 verbose linkMans is-utf8@0.2.0
98327 verbose rebuildBundles is-utf8@0.2.0
98328 silly build strip-bom
98329 info linkStuff strip-bom@1.0.0
98330 silly linkStuff strip-bom@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98331 verbose linkBins strip-bom@1.0.0
98332 verbose link bins [ { 'strip-bom': 'cli.js' },
98332 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin',
98332 verbose link bins   false ]
98333 verbose linkMans strip-bom@1.0.0
98334 verbose rebuildBundles strip-bom@1.0.0
98335 verbose rebuildBundles [ 'first-chunk-stream', 'is-utf8' ]
98336 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin/strip-bom is being purged
98337 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/.bin/strip-bom
98338 silly build core-util-is
98339 info linkStuff core-util-is@1.0.1
98340 silly linkStuff core-util-is@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules/readable-stream/node_modules as its parent node_modules
98341 verbose linkBins core-util-is@1.0.1
98342 verbose linkMans core-util-is@1.0.1
98343 verbose rebuildBundles core-util-is@1.0.1
98344 silly build inherits
98345 info linkStuff inherits@2.0.1
98346 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules/readable-stream/node_modules as its parent node_modules
98347 verbose linkBins inherits@2.0.1
98348 verbose linkMans inherits@2.0.1
98349 verbose rebuildBundles inherits@2.0.1
98350 silly build isarray
98351 info linkStuff isarray@0.0.1
98352 silly linkStuff isarray@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules/readable-stream/node_modules as its parent node_modules
98353 verbose linkBins isarray@0.0.1
98354 verbose linkMans isarray@0.0.1
98355 verbose rebuildBundles isarray@0.0.1
98356 silly build string_decoder
98357 info linkStuff string_decoder@0.10.31
98358 silly linkStuff string_decoder@0.10.31 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules/readable-stream/node_modules as its parent node_modules
98359 verbose linkBins string_decoder@0.10.31
98360 verbose linkMans string_decoder@0.10.31
98361 verbose rebuildBundles string_decoder@0.10.31
98362 silly build readable-stream
98363 info linkStuff readable-stream@1.0.33
98364 silly linkStuff readable-stream@1.0.33 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules as its parent node_modules
98365 verbose linkBins readable-stream@1.0.33
98366 verbose linkMans readable-stream@1.0.33
98367 verbose rebuildBundles readable-stream@1.0.33
98368 verbose rebuildBundles [ 'core-util-is', 'inherits', 'isarray', 'string_decoder' ]
98369 silly build xtend
98370 info linkStuff xtend@4.0.0
98371 silly linkStuff xtend@4.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/through2/node_modules as its parent node_modules
98372 verbose linkBins xtend@4.0.0
98373 verbose linkMans xtend@4.0.0
98374 verbose rebuildBundles xtend@4.0.0
98375 silly build through2
98376 info linkStuff through2@0.6.5
98377 silly linkStuff through2@0.6.5 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98378 verbose linkBins through2@0.6.5
98379 verbose linkMans through2@0.6.5
98380 verbose rebuildBundles through2@0.6.5
98381 verbose rebuildBundles [ 'readable-stream', 'xtend' ]
98382 silly build glob-stream
98383 info linkStuff glob-stream@3.1.18
98384 silly linkStuff glob-stream@3.1.18 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98385 verbose linkBins glob-stream@3.1.18
98386 verbose linkMans glob-stream@3.1.18
98387 verbose rebuildBundles glob-stream@3.1.18
98388 verbose rebuildBundles [ 'glob',
98388 verbose rebuildBundles   'glob2base',
98388 verbose rebuildBundles   'minimatch',
98388 verbose rebuildBundles   'ordered-read-streams',
98388 verbose rebuildBundles   'unique-stream' ]
98389 silly build clone
98390 info linkStuff clone@0.2.0
98391 silly linkStuff clone@0.2.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/vinyl/node_modules as its parent node_modules
98392 verbose linkBins clone@0.2.0
98393 verbose linkMans clone@0.2.0
98394 verbose rebuildBundles clone@0.2.0
98395 silly build clone-stats
98396 info linkStuff clone-stats@0.0.1
98397 silly linkStuff clone-stats@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/vinyl/node_modules as its parent node_modules
98398 verbose linkBins clone-stats@0.0.1
98399 verbose linkMans clone-stats@0.0.1
98400 verbose rebuildBundles clone-stats@0.0.1
98401 silly build vinyl
98402 info linkStuff vinyl@0.4.6
98403 silly linkStuff vinyl@0.4.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules as its parent node_modules
98404 verbose linkBins vinyl@0.4.6
98405 verbose linkMans vinyl@0.4.6
98406 verbose rebuildBundles vinyl@0.4.6
98407 verbose rebuildBundles [ 'clone', 'clone-stats' ]
98408 silly build vinyl-fs
98409 info linkStuff vinyl-fs@0.3.7
98410 silly linkStuff vinyl-fs@0.3.7 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
98411 verbose linkBins vinyl-fs@0.3.7
98412 verbose linkMans vinyl-fs@0.3.7
98413 verbose rebuildBundles vinyl-fs@0.3.7
98414 verbose rebuildBundles [ '.bin',
98414 verbose rebuildBundles   'glob-stream',
98414 verbose rebuildBundles   'glob-watcher',
98414 verbose rebuildBundles   'graceful-fs',
98414 verbose rebuildBundles   'lodash',
98414 verbose rebuildBundles   'mkdirp',
98414 verbose rebuildBundles   'strip-bom',
98414 verbose rebuildBundles   'through2',
98414 verbose rebuildBundles   'vinyl' ]
98415 silly build gulp
98416 info linkStuff gulp@3.8.8
98417 silly linkStuff gulp@3.8.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
98418 verbose linkBins gulp@3.8.8
98419 verbose link bins [ { gulp: './bin/gulp.js' },
98419 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin',
98419 verbose link bins   false ]
98420 verbose linkMans gulp@3.8.8
98421 verbose rebuildBundles gulp@3.8.8
98422 verbose rebuildBundles [ '.bin',
98422 verbose rebuildBundles   'archy',
98422 verbose rebuildBundles   'chalk',
98422 verbose rebuildBundles   'deprecated',
98422 verbose rebuildBundles   'gulp-util',
98422 verbose rebuildBundles   'interpret',
98422 verbose rebuildBundles   'liftoff',
98422 verbose rebuildBundles   'minimist',
98422 verbose rebuildBundles   'orchestrator',
98422 verbose rebuildBundles   'pretty-hrtime',
98422 verbose rebuildBundles   'semver',
98422 verbose rebuildBundles   'tildify' ]
98423 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/gulp is being purged
98424 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/gulp
98425 silly build sax
98426 info linkStuff sax@0.6.1
98427 silly linkStuff sax@0.6.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/xml2js/node_modules as its parent node_modules
98428 verbose linkBins sax@0.6.1
98429 verbose linkMans sax@0.6.1
98430 verbose rebuildBundles sax@0.6.1
98431 silly build lodash
98432 info linkStuff lodash@3.10.1
98433 silly linkStuff lodash@3.10.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/xml2js/node_modules/xmlbuilder/node_modules as its parent node_modules
98434 verbose linkBins lodash@3.10.1
98435 verbose linkMans lodash@3.10.1
98436 verbose rebuildBundles lodash@3.10.1
98437 silly build xmlbuilder
98438 info linkStuff xmlbuilder@3.1.0
98439 silly linkStuff xmlbuilder@3.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/xml2js/node_modules as its parent node_modules
98440 verbose linkBins xmlbuilder@3.1.0
98441 verbose linkMans xmlbuilder@3.1.0
98442 verbose rebuildBundles xmlbuilder@3.1.0
98443 verbose rebuildBundles [ 'lodash' ]
98444 silly build xml2js
98445 info linkStuff xml2js@0.4.4
98446 silly linkStuff xml2js@0.4.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
98447 verbose linkBins xml2js@0.4.4
98448 verbose linkMans xml2js@0.4.4
98449 verbose rebuildBundles xml2js@0.4.4
98450 verbose rebuildBundles [ 'sax', 'xmlbuilder' ]
98451 silly build ionic-app-lib
98452 info linkStuff ionic-app-lib@0.3.9
98453 silly linkStuff ionic-app-lib@0.3.9 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
98454 verbose linkBins ionic-app-lib@0.3.9
98455 verbose linkMans ionic-app-lib@0.3.9
98456 verbose rebuildBundles ionic-app-lib@0.3.9
98457 verbose rebuildBundles [ 'archiver', 'ionic-cordova-lib', 'vinyl-fs' ]
98458 silly build nopt
98459 info linkStuff nopt@1.0.9
98460 silly linkStuff nopt@1.0.9 has /Users/JoyZheng/mobile/node_modules/ios-sim/node_modules as its parent node_modules
98461 verbose linkBins nopt@1.0.9
98462 verbose link bins [ { nopt: './bin/nopt.js' },
98462 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ios-sim/node_modules/.bin',
